,Unnamed: 0,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>,<DAY>,<YEAR>,<WEEKDAY>,<MONTH>,Close,RSI,RSI_Buy,RSI_Sell,SMA,SMA_Buy,SMA_Sell,ROC,ROC_Buy,ROC_Sell,EMA,EMA_Buy,EMA_Sell,WMA,WMA_Buy,WMA_Sell,MACD,MACD_Buy,MACD_Sell,<CLOSE>X<VOL>,<CLOSE>2,<VOL>2,<CLOSE>XRSI,<CLOSE>2.1,RSI2,<CLOSE>XSMA,<CLOSE>2.2,SMA2,<CLOSE>XROC,<CLOSE>2.3,ROC2,<CLOSE>XEMA,<CLOSE>2.4,EMA2,<CLOSE>XWMA,<CLOSE>2.5,WMA2,<CLOSE>XMACD,<CLOSE>2.6,MACD2,RSI_Buy_SMA_Buy,RSI_Buy_ROC_Buy,RSI_Buy_EMA_Buy,RSI_Buy_WMA_Buy,RSI_Buy_MACD_Buy,SMA_Buy_ROC_Buy,SMA_Buy_EMA_Buy,SMA_Buy_WMA_Buy,SMA_Buy_MACD_Buy,ROC_Buy_EMA_Buy,ROC_Buy_WMA_Buy,ROC_Buy_MACD_Buy,EMA_Buy_WMA_Buy,EMA_Buy_MACD_Buy,WMA_Buy_MACD_Buy,RSI_Sell_SMA_Sell,RSI_Sell_ROC_Sell,RSI_Sell_EMA_Sell,RSI_Sell_WMA_Sell,RSI_Sell_MACD_Sell,SMA_Sell_ROC_Sell,SMA_Sell_EMA_Sell,SMA_Sell_WMA_Sell,SMA_Sell_MACD_Sell,ROC_Sell_EMA_Sell,ROC_Sell_WMA_Sell,ROC_Sell_MACD_Sell,EMA_Sell_WMA_Sell,EMA_Sell_MACD_Sell,WMA_Sell_MACD_Sell,Max<VOL>_30,Mean<VOL>_30,Min<VOL>_30,Std<VOL>_30,Var<VOL>_30,Ptp<VOL>_30,Percentile_10_<VOL>_30,Percentile_60_<VOL>_30,Percentile_90_<VOL>_30,quantile_5_<VOL>_30,quantile_95_<VOL>_30,quantile_99_<VOL>_30,Max<CLOSE>_30,Mean<CLOSE>_30,Min<CLOSE>_30,Std<CLOSE>_30,Var<CLOSE>_30,Ptp<CLOSE>_30,Percentile_10_<CLOSE>_30,Percentile_60_<CLOSE>_30,Percentile_90_<CLOSE>_30,quantile_5_<CLOSE>_30,quantile_95_<CLOSE>_30,quantile_99_<CLOSE>_30,MaxRSI_30,MeanRSI_30,MinRSI_30,StdRSI_30,VarRSI_30,PtpRSI_30,Percentile_10_RSI_30,Percentile_60_RSI_30,Percentile_90_RSI_30,quantile_5_RSI_30,quantile_95_RSI_30,quantile_99_RSI_30,MaxMACD_30,MeanMACD_30,MinMACD_30,StdMACD_30,VarMACD_30,PtpMACD_30,Percentile_10_MACD_30,Percentile_60_MACD_30,Percentile_90_MACD_30,quantile_5_MACD_30,quantile_95_MACD_30,quantile_99_MACD_30,Max<VOL>_120,Mean<VOL>_120,Min<VOL>_120,Std<VOL>_120,Var<VOL>_120,Ptp<VOL>_120,Percentile_10_<VOL>_120,Percentile_60_<VOL>_120,Percentile_90_<VOL>_120,quantile_5_<VOL>_120,quantile_95_<VOL>_120,quantile_99_<VOL>_120,Max<CLOSE>_120,Mean<CLOSE>_120,Min<CLOSE>_120,Std<CLOSE>_120,Var<CLOSE>_120,Ptp<CLOSE>_120,Percentile_10_<CLOSE>_120,Percentile_60_<CLOSE>_120,Percentile_90_<CLOSE>_120,quantile_5_<CLOSE>_120,quantile_95_<CLOSE>_120,quantile_99_<CLOSE>_120,MaxRSI_120,MeanRSI_120,MinRSI_120,StdRSI_120,VarRSI_120,PtpRSI_120,Percentile_10_RSI_120,Percentile_60_RSI_120,Percentile_90_RSI_120,quantile_5_RSI_120,quantile_95_RSI_120,quantile_99_RSI_120,MaxMACD_120,MeanMACD_120,MinMACD_120,StdMACD_120,VarMACD_120,PtpMACD_120,Percentile_10_MACD_120,Percentile_60_MACD_120,Percentile_90_MACD_120,quantile_5_MACD_120,quantile_95_MACD_120,quantile_99_MACD_120,Close_Anterior,Gap_Target
70965,70965,119610,119630,119525,119560,6768,17008,5,28,2021,2,4,119560.0,56.21890547263682,0,0,119528.33333333331,1,0,0.046023178946486,1,0,119366.1697429639,1,0,1.0,1,0,-86.0872793559538,0,-1,14294593600.0,2033476480.0,289272064.0,14294593600.0,6721532.338308458,3160.565332541274,14294593600.0,14290807533.333332,14287022469.444445,14294593600.0,5502.531274841866,0.0021181330003402,14294593600.0,14271419254.468763,14248282479.106071,14294593600.0,14281983233.978497,14269383992.53567,14294593600.0,-10292595.119797835,7411.019666910029,0_1,0_1,0_1,0_1,0_0,1_1,1_1,1_1,1_0,1_1,1_1,1_0,1_1,1_0,1_0,0_0,0_0,0_0,0_0,0_-1,0_0,0_0,0_0,0_-1,0_0,0_0,0_-1,0_0,0_-1,0_-1,99887.0,13687.333333333334,3994.0,17175.182035541675,294986877.95399344,95893.0,5758.7,11276.2,19514.300000000003,5293.85,22400.89999999999,77809.88000000006,119705.0,119528.33333333331,119200.0,159.1103137731152,25316.09194897917,505.0,119259.5,119647.0,119670.5,119249.5,119677.75,119697.75,59.64912280701755,37.71476862143536,22.61904761904761,10.64655664607698,113.34916841812591,37.03007518796994,25.07851300029215,41.41295206055509,53.858363858363866,24.235154905335637,55.20611229566453,58.65435978004714,-16.06245034688618,-45.84301675903795,-110.7964766866644,30.364411160651567,921.9974651331016,94.7340263397782,-91.83454327848594,-25.233132052540896,-18.20203740777215,-101.58447220367088,-16.962515357691153,-16.314525322882837,99887.0,17970.0,3704.0,13147.50760800344,172856956.30250835,96183.0,6140.2,17900.2,32108.300000000025,5391.65,42447.85,55711.82000000001,119845.0,119672.5,119200.0,129.19596215770855,16691.59663785606,645.0,119504.5,119705.0,119800.5,119397.0,119820.25,119830.0,73.33333333333333,46.497471825187816,2.499999999999986,14.822002132791194,219.69174722446672,70.83333333333334,25.869565217391305,52.2956645344705,63.34854631507776,22.569176319176307,68.21760761410339,71.96788732394366,37.60942121503467,-2.9019769612211044,-110.7964766866644,32.50336514912886,1056.4687460176044,148.40589790169906,-52.749562111234994,14.20120817989518,26.359486367054348,-70.96902037746331,34.56035781284226,37.07955206418497,119200.0,1
74710,74710,120630,120665,120600,120645,8246,18729,5,7,2021,4,5,120645.0,89.1891891891892,0,-1,120253.16666666669,1,0,0.3076283516940448,1,0,120405.09192856336,1,0,1.0,1,0,77.2409640354308,1,0,14555216025.0,2259560205.0,350775441.0,14555216025.0,10760229.72972973,7954.711468224982,14555216025.0,14507943292.5,14460824093.361113,14555216025.0,37113.822490128034,0.0946352027659949,14555216025.0,14526272315.721527,14497386162.325796,14555216025.0,14514377043.870968,14473652648.63175,14555216025.0,9318736.10605455,5966.166525122715,0_1,0_1,0_1,0_1,0_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,-1_0,-1_0,-1_0,-1_0,-1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,20604.0,8693.3,2109.0,5703.634111624409,32531442.07928557,18495.0,2996.1,8620.8,18335.7,2716.05,19089.8,20250.49,120645.0,120253.16666666669,120135.0,110.34025221755108,12174.971259432785,510.0,120154.0,120252.0,120380.5,120142.25,120385.0,120569.6,89.1891891891892,66.20858199156552,43.47826086956522,15.102491773069476,228.0852577556312,45.71092831962397,45.35353535353536,74.28571428571428,85.3709349593496,44.44444444444444,86.79956896551724,88.82432432432432,77.2409640354308,27.78042291706612,11.011845874862049,17.685183648737272,312.76572068956415,66.22911816056876,13.340713408595184,24.96092570958135,54.83535136866267,11.883453859038855,55.859676852231495,71.13369772525098,78977.0,17221.675,2109.0,11191.596188498652,125251825.24641757,76868.0,4957.8,19034.599999999995,30278.700000000004,3549.45,33114.6,48255.99000000003,120645.0,120020.41666666669,119665.0,209.26901922649188,43793.52240801782,980.0,119749.0,120149.0,120250.5,119715.0,120331.75,120385.0,89.41176470588235,61.18633785513038,30.612244897959187,13.602889652252198,185.03860689134996,58.79951980792316,44.44444444444444,62.86311389759665,80.0701754385965,42.84843205574913,87.38039763901833,89.10574324324325,93.75745652105252,36.994174093731154,-0.100054406968411,22.27991737450908,496.39471821495147,93.85751092802091,13.549377054307843,37.25191887186956,70.6085177159097,10.890154706672185,84.15278795280828,92.524929696514,120380.0,1
76850,76850,120110,120140,120100,120125,2458,9932,5,13,2021,3,5,120125.0,76.51515151515152,0,-1,119796.66666666669,1,0,0.2796560647800428,1,0,119852.682239406,1,0,1.0,1,0,23.907545264955843,1,0,14430015625.0,1193081500.0,98644624.0,14430015625.0,9191382.575757576,5854.568411386594,14430015625.0,14390574583.333334,14351241344.444445,14430015625.0,33593.68478170264,0.0782075145682594,14430015625.0,14397303454.008648,14364665439.98003,14430015625.0,14391000833.333334,14352091526.927967,14430015625.0,2871893.8749528206,571.5707205959126,0_1,0_1,0_1,0_1,0_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,-1_0,-1_0,-1_0,-1_0,-1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,19898.0,8759.833333333334,2947.0,4793.7521556548645,22980059.729845654,16951.0,3851.1,8200.399999999998,15938.4,3701.6,17552.149999999998,19326.410000000003,120125.0,119796.66666666669,119720.0,71.93547552755524,5174.7126393755,405.0,119749.5,119800.0,119821.0,119731.25,119868.5,120059.75,76.51515151515152,45.3259885015918,31.66666666666667,8.72763678444221,76.17164384114874,44.84848484848485,37.84090909090909,45.520833333333336,51.32781717888102,35.875,60.22222222222219,73.3368686868687,23.907545264955843,-9.255556223243184,-19.61893938746653,8.149447997966957,66.41350267156764,43.52648465242237,-18.556110530204023,-8.27237265642034,-3.713110127449907,-19.095653854768894,-2.467442325581943,16.301768297742697,108284.0,24708.33333333333,2947.0,19105.17972896853,365007892.4761901,105337.0,5963.5,25614.199999999997,52345.5,4004.4,59236.45,89666.91000000005,120515.0,119882.83333333331,119690.0,184.26179463253973,33952.408961204244,825.0,119734.0,119847.0,120140.5,119714.75,120350.75,120478.1,76.51515151515152,43.06591462949463,8.695652173913047,12.819642372148314,164.34323054978046,67.81949934123847,22.105532786885245,47.66789828298196,58.40476190476191,19.37365301724138,60.36285579863561,69.43,23.907545264955843,-44.92729131819506,-153.92814319467288,49.73191754987825,2473.263623187888,177.83568845962873,-113.701005357127,-14.721425790456133,9.819514792614797,-137.24062623207936,14.109649777587036,19.906706415764493,119900.0,1
77385,77385,121515,121630,121515,121600,8861,29051,5,14,2021,4,5,121600.0,86.66666666666667,0,-1,120775.16666666669,1,0,0.7874015748031482,1,0,120959.58748746492,1,0,1.0,1,0,80.16034737801237,1,0,14786560000.0,3532601600.0,843960601.0,14786560000.0,10538666.666666668,7511.111111111112,14786560000.0,14686260266.666668,14586640883.361113,14786560000.0,95748.03149606282,0.6200012400024778,14786560000.0,14708685838.475737,14631221805.13768,14786560000.0,14690157350.537634,14594383209.04625,14786560000.0,9747498.241166305,6425.681291763615,0_1,0_1,0_1,0_1,0_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,-1_0,-1_0,-1_0,-1_0,-1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,29051.0,8174.233333333334,2292.0,5819.206502862289,33863164.32295475,26759.0,2787.0,8513.199999999999,14948.4,2654.2,16451.3,25400.48000000001,121600.0,120775.16666666669,120650.0,166.9683189559564,27878.41953497799,950.0,120683.0,120745.0,120817.5,120662.25,120911.5,121417.3,86.66666666666667,49.12968328814163,33.89830508474576,11.691709395876533,136.6960685976276,52.768361581920914,35.02722323049002,50.55555555555555,58.64150943396227,34.161309175920515,65.98058252427182,82.08673139158579,80.16034737801237,-26.682457774240174,-56.95354006694106,25.55997755069997,653.3124523922862,137.11388744495343,-49.30144044175249,-26.76274347303261,-9.981032727555416,-55.47129004701346,8.212872348720651,61.609988031487205,52433.0,17651.208333333332,2292.0,10553.171787256775,111369434.7713524,50141.0,4402.1,18363.599999999995,32454.500000000007,3319.1,37652.84999999999,45585.87000000001,121600.0,121014.66666666669,120650.0,237.1085746835916,56220.47618848433,950.0,120725.0,121109.0,121306.0,120699.75,121335.5,121400.5,86.66666666666667,42.36295979533714,7.058823529411768,13.187791194910668,173.91783660056336,79.6078431372549,26.0540184453228,46.64961636828644,57.65029522275899,18.64583333333333,58.96875000000001,70.5460648626317,80.16034737801237,-19.570136274653244,-95.24488076810668,43.42114471757065,1885.3958085842132,175.40522814611904,-66.9913250962185,-20.942823434635653,54.33058290446937,-78.26700191018244,67.10424341656034,78.11517745807346,120970.0,1
78455,78455,123550,123580,123525,123525,3777,11274,5,18,2021,1,5,123525.0,71.95121951219512,0,-1,123115.33333333331,1,0,0.3860219422998856,1,0,123142.25833786612,1,0,-1.0,1,0,6.916420526220463,1,0,15258425625.0,1392620850.0,127103076.0,15258425625.0,8887774.390243903,5176.977989292088,15258425625.0,15207821550.0,15157385301.777777,15258425625.0,47683.360422593374,0.1490129399369762,15258425625.0,15211147461.184914,15164015788.54976,15258425625.0,15207360655.645164,15156466584.072264,15258425625.0,854350.8455013827,47.83687289552375,0_1,0_1,0_1,0_1,0_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,-1_0,-1_0,-1_0,-1_0,-1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,21628.0,8214.966666666667,2412.0,5193.379774441195,26971193.48157488,19216.0,3638.000000000001,7321.2,15520.700000000004,2701.65,17937.499999999993,20867.04,123525.0,123115.33333333331,123010.0,91.0847779502876,8296.4367742532,515.0,123038.5,123122.0,123165.0,123022.25,123165.0,123420.6,71.95121951219512,39.68128680104143,19.512195121951223,13.976911880386869,195.3540657120996,52.4390243902439,24.056482670089878,42.67477203647417,56.52680652680653,20.473684210526315,60.90909090909089,69.539911308204,6.916420526220463,-18.20580503112287,-32.89754169783555,9.693557171292484,93.96505063311592,39.81396222405601,-29.23878967670462,-18.051706364826533,-5.156114020851963,-30.248313648526526,-3.636141581791165,3.9748812903634185,56216.0,14432.691666666668,2412.0,10364.942275107476,107432028.36631016,53804.0,4226.8,14758.8,27351.300000000007,3791.35,37478.95,45223.95,123525.0,123187.5,123010.0,74.10247276145289,5491.176469361866,515.0,123099.5,123210.0,123265.5,123049.75,123300.25,123349.3,77.27272727272728,47.36480292903696,19.512195121951223,14.569348480103534,212.26591513469512,57.76053215077606,27.02702702702703,51.87060478199719,65.29565217391306,24.979508196721326,69.32778932778932,73.85071428571429,140.7434262091847,13.920740585621024,-32.89754169783555,41.41886527805627,1715.5224009217757,173.64096790702024,-22.57208947949548,8.616769254667451,75.2034130857268,-27.50502524577387,106.468330847632,131.69789701966874,123010.0,1
80592,80592,122950,122970,122870,122915,5753,15588,5,24,2021,0,5,122915.0,66.66666666666666,0,0,122830.16666666669,1,0,0.0773489659664505,1,0,122816.13606898536,1,0,1.0,1,0,-4.11328494171903,0,-1,15108097225.0,1915999020.0,242985744.0,15108097225.0,8194333.333333332,4444.444444444443,15108097225.0,15097669935.833334,15087249843.361113,15108097225.0,9507.348151766271,0.0059828625360791,15108097225.0,15095945364.919336,15083803278.915527,15108097225.0,15096050233.333332,15084012847.774307,15108097225.0,-505584.4186113946,16.919113011772524,0_1,0_1,0_1,0_1,0_0,1_1,1_1,1_1,1_0,1_1,1_1,1_0,1_1,1_0,1_0,0_0,0_0,0_0,0_0,0_-1,0_0,0_0,0_0,0_-1,0_0,0_0,0_-1,0_0,0_-1,0_-1,15707.0,6353.1,1596.0,4000.4668981775303,16003735.403414154,14111.0,2804.6000000000004,5633.799999999999,12922.500000000002,1768.3,14868.449999999995,15672.49,122915.0,122830.16666666669,122755.0,39.577147036053184,1566.350567513373,160.0,122780.0,122846.0,122880.0,122780.0,122880.0,122904.85,66.66666666666666,43.78121140639025,11.538461538461531,15.110594118605883,228.33005461724676,55.12820512820512,22.554945054945065,46.45945945945946,60.833333333333336,14.381868131868131,63.95089285714285,66.36458333333333,18.00579269058653,1.5000341974586868,-14.647382092531188,11.990465025097862,143.77125151809506,32.65317478311772,-11.521225790600877,8.968575204443182,16.210594775891515,-12.302460858236737,17.19874306903366,17.878312269540185,90549.0,16743.783333333333,1596.0,15226.506319867229,231846494.70895663,88953.0,4052.1,14828.2,31648.1,3046.7,47221.44999999999,70343.52,122975.0,122741.16666666669,122435.0,158.45861179356356,25109.13165154328,540.0,122475.0,122830.0,122880.0,122455.0,122900.5,122956.2,98.05825242718448,54.03553598490184,11.538461538461531,17.19283365242114,295.59352899982485,86.51979088872294,34.82392026578073,57.60233918128655,74.12453505992563,31.25,87.59402654867256,95.8938775510204,125.69640831080324,24.71236572277242,-14.647382092531188,34.24286596189881,1172.5738692845678,140.34379040333442,-9.549142290005694,16.88480463225278,84.23347636390832,-10.521523666130088,110.49723425081028,123.09685604858576,122755.0,1
81662,81662,123520,123665,123505,123620,14362,32341,5,26,2021,2,5,123620.0,78.46153846153847,0,-1,123294.83333333331,1,0,0.3409090909090917,1,0,123307.412893281,1,0,1.0,1,0,14.716576676029945,1,0,15281904400.0,3997994420.0,1045940281.0,15281904400.0,9699415.384615386,6156.21301775148,15281904400.0,15241707296.666666,15201615926.694445,15281904400.0,42143.18181818192,0.1162190082644633,15281904400.0,15243262381.867395,15204718074.43408,15281904400.0,15239387095.483871,15196988082.584806,15281904400.0,1819263.2086908217,216.57762906146857,0_1,0_1,0_1,0_1,0_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,-1_0,-1_0,-1_0,-1_0,-1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,39614.0,10761.2,2422.0,8239.288408341734,67885873.47583447,37192.0,4744.4,8661.8,18116.1,3988.55,26608.449999999964,37504.83000000001,123620.0,123294.83333333331,123170.0,92.22800951857003,8506.005739757444,450.0,123199.5,123332.0,123366.5,123189.5,123385.5,123553.3,94.28571428571428,51.21457279897553,20.3125,24.03735548069569,577.7944585053311,73.97321428571429,24.031830238726798,66.47840531561461,80.60810810810811,23.07692307692308,82.56756756756756,91.24015444015446,44.19461798318662,11.940094170209584,-27.21900109424314,26.8525925297358,721.061725568023,71.41361907742976,-20.651736888306917,31.69401453330064,41.44263257975981,-23.49082221231074,42.53321353936772,43.76993298953195,97679.0,20174.475,2422.0,14967.295111025918,224019922.9405404,95257.0,5381.4,20723.6,39606.8,4626.95,44671.69999999999,65095.33000000001,123620.0,123170.54166666669,122925.0,117.9139335564988,13903.695726766417,695.0,123015.0,123210.0,123330.5,122994.75,123355.5,123388.1,94.28571428571428,51.30995789989696,0.0,22.130215379590805,489.7464327470775,94.28571428571428,22.800480769230774,62.86315789473684,74.54081632653062,6.357947434292861,78.48076923076924,83.30236486486487,44.19461798318662,-2.8099415142285578,-96.85436816286528,35.99434211941206,1295.5926646092812,141.0489861460519,-62.21658952209982,15.52756594908422,33.64034859966052,-75.21403223060842,38.1811529747356,42.64702041073731,123315.0,1
82732,82732,124840,124860,124785,124795,10926,27074,5,28,2021,4,5,124795.0,80.61224489795919,0,-1,124512.66666666669,1,0,0.2490259870667088,1,0,124571.52816496868,1,0,-1.0,1,0,26.04055101936683,1,0,15573792025.0,3378699830.0,733001476.0,15573792025.0,10060005.102040816,6498.334027488547,15573792025.0,15538558236.666668,15503404160.444448,15573792025.0,31077.19805598993,0.0620139422345486,15573792025.0,15545903857.347267,15518065629.355583,15573792025.0,15539724331.88172,15505731161.89259,15573792025.0,3249730.564461884,678.1102973922469,0_1,0_1,0_1,0_1,0_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,-1_0,-1_0,-1_0,-1_0,-1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,35568.0,10426.966666666667,3038.0,7185.245924728618,51627758.998829216,32530.0,3670.5,9995.8,15990.700000000012,3149.05,25207.849999999988,33104.740000000005,124795.0,124512.66666666669,124445.0,63.06446248481313,3977.126428498402,350.0,124460.0,124515.0,124545.5,124457.25,124577.5,124738.45,80.61224489795919,46.29466950168584,25.531914893617028,10.785124547597963,116.31891150720016,55.08033000434216,34.03452428743476,47.83068783068783,57.09724238026126,32.88301886792453,62.06730769230769,75.35969387755104,26.04055101936683,-2.399928775903633,-13.108324554632418,8.223103876642062,67.61943736604572,39.14887557399925,-10.834940230970096,-1.40916058793082,6.180712894962928,-11.44817155747587,8.654545170356862,21.32269719731297,70701.0,20084.475,3038.0,13259.928203008642,175825695.948944,67663.0,6415.4,21148.6,35612.8,5469.25,46354.9,59080.54,124795.0,124490.16666666669,124340.0,65.17569444340596,4247.871146180218,455.0,124395.0,124515.0,124550.5,124380.0,124570.5,124598.1,92.0,52.17031487061524,25.531914893617028,14.027755691464543,196.7779297394159,66.46808510638297,35.81970649895179,52.07142857142857,74.55882352941175,33.930817610062896,77.84722222222221,83.2406264831514,34.98300569303683,2.5431041532396192,-23.7633702676394,15.265054430043955,233.02188675220455,58.74637596067623,-20.479053400097477,6.150520601138122,20.888389493522137,-21.615704489185735,26.58913365325351,33.63737127427012,124600.0,1
83802,83802,126600,126640,126345,126610,27646,57383,5,1,2021,1,6,126610.0,80.55555555555556,0,-1,126196.5,1,0,0.364645263575114,1,0,126262.26384453443,1,0,1.0,1,0,28.61889587076439,1,0,16030092100.0,7265261630.0,3292808689.0,16030092100.0,10199138.88888889,6489.197530864198,16030092100.0,15977738865.0,15925556612.25,16030092100.0,46167.73682124519,0.1329661682477644,16030092100.0,15986065225.356504,15942159271.146828,16030092100.0,15979075076.989246,15928220419.64805,16030092100.0,3623438.40619748,819.041200861655,0_1,0_1,0_1,0_1,0_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,-1_0,-1_0,-1_0,-1_0,-1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,57383.0,10002.3,1518.0,10672.476525284232,113901755.18274295,55865.0,3624.3000000000006,8168.599999999997,17235.90000000001,2061.8,23834.99999999999,48092.56000000003,126610.0,126196.5,126140.0,80.52789187677854,6484.741370118136,470.0,126163.5,126182.0,126211.0,126150.0,126222.75,126498.35,80.55555555555556,43.926883326593206,28.94736842105263,10.740700508234774,115.36264740759472,51.60818713450293,33.33333333333333,45.467980295566505,55.74468085106383,30.921052631578945,57.82780801583374,74.05490956072353,28.61889587076439,-4.541552371118936,-11.432003362191608,8.030917368037741,64.49563377225023,40.050899232956,-10.210880623712727,-5.40854724106612,4.152394147813904,-10.843735404493057,5.977598413656231,22.1621612760419,72077.0,14337.2,1518.0,11544.254200046187,133269805.035284,70559.0,4228.4,13413.6,25371.2,3853.9,36607.8,56031.91000000002,126610.0,126134.08333333331,125920.0,101.27337021387116,10256.295514475809,690.0,125990.0,126175.0,126245.0,125979.5,126260.25,126294.05,80.55555555555556,51.125849977143815,23.07692307692308,12.551916604556908,157.5506104477514,57.47863247863248,36.52941176470589,53.2703488372093,67.74262899262902,33.25396825396825,71.1,75.38343732274532,49.72019993446884,8.411902437952328,-25.334342699337867,18.09055502625787,327.26818115806395,75.0545426338067,-11.029474608856251,11.415543133558822,35.10417618182547,-20.4395274005743,43.61558382026488,48.980201424319965,126140.0,1
85407,85407,130175,130185,130095,130115,5486,15031,5,7,2021,0,6,130115.0,48.21428571428571,0,0,130106.16666666669,1,0,0.0307514895252714,1,0,130079.08027282493,1,0,-1.0,1,0,-14.638030292844633,0,-1,16929913225.0,1955758565.0,225930961.0,16929913225.0,6273401.7857142845,2324.617346938775,16929913225.0,16928763875.833334,16927614604.694448,16929913225.0,4001.2300595806887,0.0009456541080228,16929913225.0,16925239529.698614,16920567124.624027,16929913225.0,16926656152.741936,16923399707.097816,16929913225.0,-1904627.3115534796,214.27193085423716,0_1,0_1,0_1,0_1,0_0,1_1,1_1,1_1,1_0,1_1,1_1,1_0,1_1,1_0,1_0,0_0,0_0,0_0,0_0,0_-1,0_0,0_0,0_0,0_-1,0_0,0_0,0_-1,0_0,0_-1,0_-1,19890.0,6639.1,1816.0,4474.389885974584,20020164.851711653,18074.0,2637.6000000000004,5817.2,13146.8,2145.3,14429.349999999997,18480.890000000003,130145.0,130106.16666666669,130000.0,40.99376166196332,1680.4884951978536,145.0,130035.0,130130.0,130140.0,130032.25,130142.75,130145.0,58.97435897435897,40.93703081542272,20.930232558139537,10.784702503325192,116.30980808522868,38.04412641621944,26.368421052631582,43.95959595959596,53.64973896535359,22.549786628734,55.59591836734693,58.11179487179487,-1.3473247078072743,-9.81919751252038,-28.973397812238545,9.27667522158135,86.0567031667014,27.62607310443127,-24.87112879213673,-4.238691462168936,-2.2517230007157187,-27.89072830219302,-1.531752487887571,-1.3647302955693157,43274.0,13320.866666666669,1816.0,7836.629065364393,61412755.10811399,41458.0,4376.400000000001,13894.399999999998,24274.800000000003,3097.45,26777.399999999998,32455.930000000004,130260.0,130156.0,130000.0,48.03972437820916,2307.8151183343034,260.0,130099.0,130172.0,130205.0,130074.5,130225.25,130257.15,65.9090909090909,46.17246881026348,20.930232558139537,9.763402888685505,95.32403596679248,44.97885835095137,33.33333333333333,50.0,58.93315018315018,29.136904761904766,60.68181818181817,64.47235023041475,53.778774188424,1.7820768427067375,-28.973397812238545,17.140711353066713,293.8039856891501,82.75217200066254,-18.460601715587835,0.9955823149444758,23.166218992702508,-23.468586615726235,36.009253552977306,49.61092837993508,130080.0,1
86477,86477,130040,130140,130040,130125,11565,24500,5,9,2021,2,6,130125.0,74.75728155339806,0,-1,129823.5,1,0,0.1886356636895625,1,0,129963.19992524818,1,0,0.0,1,0,64.35333401059324,1,0,16932515625.0,3188062500.0,600250000.0,16932515625.0,9727791.262135925,5588.65114525403,16932515625.0,16893282937.5,16854141152.25,16932515625.0,24546.215737604325,0.0355834136156017,16932515625.0,16911461390.27292,16890433334.810028,16932515625.0,16901309411.290323,16870160709.872126,16932515625.0,8373977.588128446,4141.351598278977,0_1,0_1,0_1,0_1,0_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,1_1,-1_0,-1_0,-1_0,-1_0,-1_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,35525.0,12628.9,3270.0,7093.692445186129,50320472.50689075,32255.0,6090.400000000001,12216.0,21061.500000000004,4759.200000000001,24262.85,32327.75000000001,130125.0,129823.5,129655.0,121.50031924162498,14762.327575816784,470.0,129674.5,129882.0,129946.5,129664.5,129995.75,130096.0,87.71929824561403,64.5297518921165,37.634408602150536,15.478082680728052,239.5710434714537,50.08488964346349,41.99275362318841,72.63834672789896,83.37837837837837,41.06884057971015,84.74217638691323,87.08333333333333,64.35333401059324,9.354542226752772,-43.445403392324806,37.91906996139408,1437.855866737099,107.79873740291804,-41.80805314820027,34.85119258094637,52.464464389768544,-42.93791552270559,53.44867102690986,61.406428777109255,93103.0,23997.541666666668,3270.0,15401.262780211871,237198895.2251396,89833.0,7701.7,25060.0,43531.10000000003,6121.7,55544.05,69156.67000000003,130125.0,129800.41666666669,129580.0,116.02409072208629,13461.589627886908,545.0,129660.0,129824.0,129960.0,129629.5,129975.25,130019.3,87.71929824561403,55.04576745028924,14.492753623188406,16.686314653251895,278.4330967073289,73.22654462242562,31.11007462686567,62.22222222222223,73.55167752242843,25.24733475479744,78.74972677595629,85.1952347083926,64.35333401059324,15.210075575094985,-49.85264876099245,35.473434639746046,1258.364565140335,114.2059827715857,-41.80805314820027,33.17066663185542,52.69590974912135,-44.086628070771255,56.33635951827164,59.94305903459899,130025.0,1
